Key,Korean(ko),English(en),Japanese(ja)
PS_EDT_1002,"<color=red>{Losing}</color>
당신이 약초인줄 알고 사용했던 풀은
독초였습니다.
몸 상태가 안좋아 졌습니다.","<color=red>{Losing}</color>
The plant you used, believing it to be a medicinal herb,
was actually poisonous.
Your condition worsens.","<color=red>{Losing}</color>
薬草だと思って使った草は、
毒のある草でした。
体の調子が悪くなりました。"
PS_EDT_1003,"<color=green>{Getting}</color>
당신은 약초를 사용했습니다.
몸이 건강해 지는 것이 느껴집니다.","<color=green>{Getting}</color>
You use the medicinal herb.
You feel your body growing healthier.","<color=green>{Getting}</color>
薬草を使いました。
体が元気になっていくのを感じます。"
PS_EDT_1010,"무리지어 자고 있는 토깨비 무리를
발견했습니다.
암살에 성공한다며 손쉽게
경험을 얻을 수 있을것 같습니다.","You discover a group of bonnies sleeping together.
If the assassination succeeds,
it looks like you could gain experience easily.","群れになって眠っているオニサギたちを
見つけました。
暗殺に成功すれば、
手軽に経験を得られそうです。"
PS_EDT_1011,"토깨비 무리가 잠에서 깨지 않도록
조용히 근처에서 멀어졌습니다.","You quietly move away
so as not to wake the bonni group.","オニサギの群れが目を覚まさないように、
静かにその場を離れました。"
PS_EDT_1012,"<color=green>{Getting}</color>
토깨비 무리를 별다른 전투 없이
쓰러트리는 데 성공했습니다.","<color=green>{Getting}</color>
You successfully defeat the bonni group
without engaging in a full battle.","<color=green>{Getting}</color>
大きな戦闘をすることなく、
オニサギの群れを倒すことに成功しました。"
PS_EDT_1013,"잠든 토깨비들을 하나씩 쓰러트리던 중
남은 몇마리의 토깨비가 일제히 일어났습니다.","As you take down the sleeping goblins one by one,
the remaining goblins wake up all at once.","眠っているオニサギを一体ずつ倒していると、
残っていた数体のオニサギが、
一斉に目を覚ましました。"
PS_EDT_1020,"클로버 주술사가 의식을 진행하고 있습니다.
의식에 몰래 참석해 의식의 효과를 훔칠 수도
의식을 방해 할 수도 있을것 같습니다.","A clover shaman is performing a ritual.
You could secretly take part and steal the ritual’s effect,
or attempt to disrupt the ritual.","クローバーの呪術師が、
儀式を行っています。
こっそり儀式に参加して、
その効果を奪うことも、
儀式を妨害することもできそうです。"
PS_EDT_1021,"<color=green>{Getting}</color>
의식이 끝나고 의식의 효과가 당신에게
스며드는 것이 느껴집니다.
한동안 행운 효과가 당신에게 부여 됩니다.","<color=green>{Getting}</color>
As the ritual ends,
you feel its effect seep into you.
A luck bonus is granted to you for a while.","<color=green>{Getting}</color>
儀式が終わると、
その効果があなたに
染み込んでくるのを感じます。
しばらくの間、
運の効果が付与されます。"
PS_EDT_1022,"의식의 효과를 몰래 훔치려던 당신은
클로버 주술사에게 발각 되었습니다.","As you attempt to secretly steal the ritual’s effect,
you are discovered by the clover shaman.","儀式の効果をこっそり奪おうとしたあなたは、
クローバーの呪術師に見つかってしまいました。"
PS_EDT_1023,"당신은 클로버 주술사의 의식을
방해하기로 결정했습니다.",You decide to disrupt the clover shaman’s ritual.,"あなたは、
クローバーの呪術師の儀式を
妨害することに決めました。"
PS_EDT_1024,괜한 싸움은 할 필요가 없을 것 같습니다.,It seems there’s no need to start a pointless fight.,"無駄な戦いをする必要は、
なさそうです。"
PS_EDT_1030,"프레리독 기사가 나타났습니다.
당신에게 검을 겨누지만 살기는 느껴지지 않습니다.","A prairie dog knight appears.
He point his sword at you,
but you sense no killing intent.","プレーリードッグの騎士が現れました。
あなたに剣を向けていますが、
殺意は感じられません。"
PS_EDT_1031,"<color=green>{Getting}</color>
대련이 끝나자 프레리독 기사는
어디론가 사라졌습니다.
당신은 전투가 좀더 능숙해진것 같습니다.","<color=green>{Getting}</color>
When the sparring ends,
the prairie dog knight disappears somewhere.
You feel that you’ve become more skilled in combat.","<color=green>{Getting}</color>
模擬戦が終わると、
プレーリードッグの騎士は
どこかへ消えていきました。
あなたは、
戦いが少し上達したように感じます。"
PS_EDT_1032,"살기가 담겨있는 공격을
프레리독 기사는 아무렇지 않게 막아냈습니다.
기사는 한숨을 쉬며
전투를 준비 합니다.","The prairie dog knight effortlessly blocks your killing strike.
With a quiet sigh,
the knight prepares for battle.","殺意のこもった攻撃を、
プレーリードッグの騎士は
平然と受け止めました。
騎士はひとつ息をつき、
戦いの構えを取ります。"
PS_EDT_1040,"계속된 탐색에 지친 당신의 앞에
휴식하기 좋은 나무 그늘이 나타났습니다.","After your long exploration leaves you weary,
a tree’s shade—perfect for resting—appears before you.","続く探索で疲れたあなたの前に、
休むのにちょうどいい
木のかげが現れました。"
PS_EDT_1041,"<color=green>{Getting}</color>
좋은 그늘에서 충분한 휴식을 취했습니다.
피로가 풀렸습니다.","<color=green>{Getting}</color>
You take a good rest in the pleasant shade.
Your fatigue fades away.","<color=green>{Getting}</color>
気持ちのいい木かげで、
十分に休みました。
疲れが取れました。"
PS_EDT_1042,"<color=green>{Getting}</color>
당신은 휴식이 필요하지 않다고 판단했습니다.
탐색을 서두릅니다.","<color=green>{Getting}</color>
You decide that rest isn’t necessary.
You hasten your exploration.","<color=green>{Getting}</color>
休む必要はないと判断しました。
探索を急ぎます。"
PS_EDT_1050,"두두두두 하는 소리와 함께
땅의 흔들림이 느껴집니다.
저 멀리 흙먼지가 피어 오르는게 보입니다.
짧은 다리 새의 거대한 무리가 달리고 있는듯 합니다.","With a rumbling thud-thud-thud,
you feel the ground begin to shake.
In the distance, clouds of dust rise into the air.
It seems a massive flock of short leg birds is charging.","ドドドドという音とともに、
地面の揺れを感じます。
遠くの方で、
土ぼこりが舞い上がるのが見えます。
短脚鳥の、
大きな群れが走ってきているようです。"
PS_EDT_1051,"<color=red>{Losing}</color>
짧은 다리새 무리에게 관심을 주지 않던 당신은
어느새 가깝게 다가온 무리에 치여 버렸습니다.
온몸이 안아픈 곳이 없습니다.","<color=red>{Losing}</color>
Ignoring the flock of short leg birds,
you are struck by the group before you realize how close they are.
Your entire body aches.","<color=red>{Losing}</color>
短脚鳥の群れを気にせずにいたあなたは、
いつの間にか近づいていた群れに
はね飛ばされてしまいました。
体のどこも、
痛くないところがありません。"
PS_EDT_1052,"<color=green>{Getting}</color>
잛은 다리새 무리는
당신을 향해 달리고 있지 않습니다.
당신은 혹시나 무리를 자극하지 않기 위해
자리에 앉아 휴식을 취했습니다.
흙먼지가 점점 멀어지는 것이 보입니다.","<color=green>{Getting}</color>
The flock of short leg birds is not running toward you.
To avoid provoking them,
you sit down and take a rest.
You watch as the clouds of dust slowly fade into the distance.","<color=green>{Getting}</color>
短脚鳥の群れは、
あなたの方へ走ってきてはいません。
刺激しないように、
あなたはその場に座って休みました。
土ぼこりが、
だんだん遠ざかっていくのが見えます。"
PS_EDT_1053,"<color=red>{Losing}</color>
달려서 급하게 자리를 벗어난 당신은
방금까지 당신이 있던 자리를
짧은 다리새 무리가 지나가는 것을 지켜봤습니다.","<color=red>{Losing}</color>
You sprint away and hastily leave the area.
From a distance, you watch as the flock of short leg birds
rushes past the spot where you stood moments ago.","<color=red>{Losing}</color>
走って急いでその場を離れたあなたは、
ついさっきまで自分がいた場所を、
短脚鳥の群れが
通り過ぎていくのを見届けました。"
PS_EDT_2000,숲에 안개가 자욱해 졌습니다.,A thick fog has settled over the forest.,森に霧が立ちこめました。
PS_EDT_2001,"<color=red>{Losing}</color>
안개속을 계속해서 탐색합니다.","<color=red>{Losing}</color>
You continue to explore through the fog.","<color=red>{Losing}</color>
霧の中を引き続き探索します。"
PS_EDT_2002,"<color=red>{Losing}</color>
짙은 안개속에서 무언가가 느껴집니다.","<color=red>{Losing}</color>
You sense something within the dense fog.","<color=red>{Losing}</color>
濃い霧の中で、何かを感じます。"
PS_EDT_2003,"<color=red>{Losing}</color>
더욱 짙어진 안개속에서 무언가가 느껴집니다.","<color=red>{Losing}</color>
You sense something within the thickening fog.","<color=red>{Losing}</color>
さらに濃くなった霧の中で、何かを感じます。"
PS_EDT_2004,"<color=red>{Losing}</color>
넘치는 생명 느껴지는 팔찌가 나무에 걸려있습니다.","<color=red>{Losing}</color>
A bracelet overflowing with life is caught on a tree.","<color=red>{Losing}</color>
あふれる生命を感じるブレスレットが、木に引っかかっています。"
PS_EDT_2005,"<color=green>{Getting}</color>
잠시 기다리자 숲의 안개가 점점 걷힙니다.
길을 찾았습니다.","<color=green>{Getting}</color>
After waiting for a moment, the fog in the forest gradually clears.
You have found a path.","<color=green>{Getting}</color>
しばらく待つと、森の霧が少しずつ晴れていきます。
道を見つけました。"
PS_EDT_2006,"<color=red>{Losing}</color>
숲의 안개속에서 길을 잃었습니다.
계속해서 걷다보니 처음 있던 자리 같습니다.","<color=red>{Losing}</color>
You have lost your way in the forest fog.
After walking for some time, it seems
you have returned to where you started.","<color=red>{Losing}</color>
森の霧の中で、道に迷いました。
歩き続けているうちに、最初にいた場所に戻ったようです。"
PS_EDT_2007,"<color=green>{Getting}</color>
팔찌를 챙기자 숲의 안개가 걷혔습니다.
길을 찾았습니다.","<color=green>{Getting}</color>
As you take the bracelet, the forest fog clears.
You have found a path.","<color=green>{Getting}</color>
ブレスレットを手に取ると、森の霧が晴れました。
道を見つけました。"
PS_EDT_2010,"숲에서 나는 맛있는 냄새에 이끌려 도착한 곳엔
나무로 만든 오두막이 세워져 있습니다.
오두막에서 보라색 로브를 입은 여성이 나와 말을 겁니다.
""마침 스프를 끓였는데 드시고 가실레요?""","Drawn by a delicious smell from the forest, 
you arrive at a place where a wooden cabin stands.
A woman in a purple robe steps out of the cabin and speaks to you.
“I was just making some soup. 
Would you like to have some before you go?”","森からただようおいしそうな香りに引き寄せられ、
たどり着いた先には、木で作られた小屋が建っています。
小屋から、紫のローブを着た女性が出てきて、声をかけます。
「ちょうどスープを作っているところですが、
よろしければ、召し上がっていきませんか？」"
PS_EDT_2011,"<color=green>{Getting}</color>
맛잇는 스프를 먹은 당신은 당분간의 전투에서
원할히 싸울 수 있을 것 같습니다.","<color=green>{Getting}</color>
After eating the delicious soup,
you feel ready to fight more effectively for a while.","<color=green>{Getting}</color>
おいしいスープを食べたことで、
しばらくの間の戦闘では、順調に戦えそうです。"
PS_EDT_2012,"<color=red>{Losing}</color>
스프는 맛있었지만 먹고난후 배가 아프기 시작합니다.
당분간의 전투에서 안좋은 영향을 끼칠 듯 합니다.","<color=red>{Losing}</color>
The soup was delicious, but after eating it, 
your stomach begins to ache.
It seems this will have a negative effect on combat for a while.","<color=red>{Losing}</color>
スープはおいしかったですが、
食べた後から、お腹が痛くなってきました。
しばらくの間の戦闘では、
悪い影響が出そうです。"
PS_EDT_2013,"처음보는 수상한 인물이 주는 음식은
피하는 것이 좋을 지도 모릅니다.",It may be wise to avoid food offered by suspicious strangers.,"初めて会う、怪しい人物からもらう食べ物は、
避けたほうがいいかもしれません。"
PS_EDT_2020,"숲을 거닐다 커다란 나무를 발견했습니다.
나무의 커다란 옹이구멍에는 구슬 형태의
경험이 가득 들어있습니다.
주변에 떠다니는 황금색 불길로 보아
황금 도깨비불의 경험 창고 인듯 합니다.","While walking through the forest, you discover a massive tree.
Inside a large hollow in its trunk
are countless orb-shaped fragments of experience.
Judging by the golden flames drifting around it,
this appears to be a storage of experience
belonging to a Golden Wisp.","森を歩いていると、
ひときわ大きな木を見つけました。
木にある大きなこぶの穴の中には、
玉のような経験が、たくさん入っています。
周囲を漂う黄金色の炎を見るに、
黄金の鬼火の経験の保管場所のようです。"
PS_EDT_2021,"<color=green>{Getting}</color>
경험 구슬을 적당히 흡수했습니다.
주변에 떠다니는 황금색 불길이
거세어진듯 합니다.","<color=green>{Getting}</color>
You absorb a moderate amount of the experience orbs.
The golden flames drifting nearby seem to grow more intense.","<color=green>{Getting}</color>
経験の玉を、ほどよく吸収しました。
周囲に漂う黄金色の炎が、
激しくなってきたようです。"
PS_EDT_2022,"<color=green>{Getting}</color>
경험 구슬을 상당히 흡수했습니다.
주변에 떠다니는 황금색 불길이
거세어졌습니다.","<color=green>{Getting}</color>
You absorb a large amount of the experience orbs.
The golden flames drifting nearby grow fierce.","<color=green>{Getting}</color>
経験の玉を、かなり吸収しました。
周囲に漂う黄金色の炎が、
激しくなりました。"
PS_EDT_2023,들키기 않고 경험를 얻어냈습니다.,You manage to obtain the experience without being noticed.,"気づかれることなく、
経験を手に入れました。"
PS_EDT_2024,욕심은 화를 부르는 법입니다.,Greed is bound to invite trouble.,欲張りは、災いを招くものです。
PS_EDT_2025,"경험 구슬을 훔치는 것을 본
황금 도깨비불 무리가 당신에게 덤벼듭니다.","Seeing you steal the experience orbs,
a group of Golden Wisps rushes toward you.","経験の玉を盗むところを見られ、
黄金の鬼火の群れが、あなたに襲いかかってきます。"
PS_EDT_2030,"향긋한 향기가 나는 나무 열매가 맺혀있습니다.
책에서나 보던 나무정령의 열매인듯 합니다.
다 안익은 열매를 따면 무척이나 화를 낸다고
알려져 있습니다.","A tree bears fruit with a pleasant, fragrant scent.
It appears to be the fruit of a tree elemental, known only from books.
It is said that picking the fruit before it is fully ripe
will greatly anger the spirit.","香ばしい香りのする木の実が、なっています。
本でしか見たことのない、
木の精霊の実のようです。
まだ熟していない実を取ると、
ひどく怒ると知られています。"
PS_EDT_2031,"<color=green>{Getting}</color>
열매를 한입 베어물자 환상적인 맛이
입안을 맴돕니다.
온몸에 활기가 도는것 같습니다.","<color=green>{Getting}</color>
As you take a bite of the fruit, a fantastic flavor fills your mouth.
You feel vitality coursing through your entire body.","<color=green>{Getting}</color>
実をひと口かじると、
幻想的な味が口いっぱいに広がります。
全身に、
活力がみなぎるように感じます。"
PS_EDT_2032,"열매를 따자 눈앞의 나무가 땅속에서
뿌리를 꺼내 공격합니다.","As you pick the fruit, the tree before you
pulls its roots from the ground and attacks.","実を取ったとたん、
目の前の木が地面から根を引き抜き、攻撃してきます。"
PS_EDT_2040,"""그대가 마녀가 말한 인물인가.""
어둠속에서 정체불명의 눈빛과 함께
근엄한 목소리가 들립니다.","“So you are the one the witch spoke of.”
From the darkness, an unknown gaze watches you,
and a solemn voice echoes forth.","「そなたが魔女が話していた人物か。」
闇の中から、
正体の分からない視線とともに、
重々しい声が聞こえてきます。"
PS_EDT_2041,"<color=green>{Getting}</color>
""그대는... 선인이군...""
정체불명의 눈빛의 중얼거림과 함께
몸에 힘이 흘러 들어 옵니다.","<color=green>{Getting}</color>
“So… you are one of the righteous…”
With a murmur from an unknown gaze,
strength begins to flow into your body.","<color=green>{Getting}</color>
「そなたは……善き者か……」
正体の分からない視線からのつぶやきとともに、
体に力が流れ込んできます。"
PS_EDT_2042,"""그대라면.... 막을 수 있을지도 모르겠군...""
정체불명의 눈빛의 중얼거림과 함께
눈빛이 멀어집니다.
이제야 몸이 움직입니다.","“If it is you… you may be able to stop it…”
With a murmur from the unknown gaze,
the presence fades away.
Only then does your body begin to move.","「そなたなら……止められるやもしれぬ……」
正体の分からない視線のつぶやきとともに、
その気配は遠ざかっていきます。
ようやく、
体が動くようになりました。"
PS_EDT_2043,"""그대는.... 악인이군....""
정체불명의 눈빛의 중얼거림과 함께
어둠속에서 늑대 정령들이 공격해 옵니다.","“So… you are one of the wicked…”
With a murmur from the unknown gaze,
Spirit wolves surge forth from the darkness and attack.","「そなたは……悪しき者か……」
正体の分からない視線のつぶやきとともに、
闇の中から、狼の精霊たちが襲いかかってきます。"
PS_EDT_2050,"숲속에서 무언가 때리는 둔탁한 소리가 울려 퍼집니다.
소리를 따라 가자 한 거인이 다른 거인들에게
맞고 있는 것이 보입니다.","A dull thudding sound echoes through the forest, 
as if something is being struck.
Following the noise, you see a giant being beaten by other giants.","森の中に、
何かを打ちつけるような鈍い音が響き渡ります。
音をたどっていくと、
一人の巨人が、ほかの巨人たちに殴られている様子が見えます。"
PS_EDT_2051,"당신은 거인의 시선을 돌린뒤
상처입은 거인의 상태를 살폈습니다.
""고맙다.... 인간....""
상처입은 거인이 당신에게 감사를 건내고
멀어집니다.","You draw the giants’ attention away
and check on the condition of the injured giant.
“Thank you…Human…”
The injured giant offers you his gratitude
and slowly walks away.","あなたは巨人たちの注意をそらし、
傷ついた巨人の様子を確かめました。
「……感謝する……人間……」
傷ついた巨人は、
あなたに感謝を伝え、
その場を離れていきます。"
PS_EDT_2052,"맞고 있던 거인이 눈에 밟히긴 하지만
몬스터일 뿐입니다.","The beaten giant does weigh on your mind,
but in the end, it is nothing more than a monster.","殴られていた巨人のことが、
少し気にはなりますが、
しょせんモンスターにすぎません。"
PS_EDT_2053,"<color=green>{Getting}</color>
끙끙거리며 바닥에 누워잇는 거인을
암살하는 것은 손쉬운 일이었습니다.","<color=green>{Getting}</color>
Assassinating the giant,
groaning and lying on the ground, was an easy task.","<color=green>{Getting}</color>
うめき声を上げながら地面に倒れている巨人を、
始末するのは容易なことでした。"
PS_EDT_2054,"당신은 거인의 시선을 돌린뒤
상처입은 거인의 상태를 살폈습니다.
""인간.....""
토토 처럼 말을 할 줄 아는 몬스터 였습니다.
당신은 거인에게 초원으로 가서
흙골렘 토토를 찾으라고 말했습니다.
""고맙다....인간....""","You draw the giants’ attention away
and check on the condition of the injured giant.
“Human…”
It is a monster capable of speech, much like Toto.
You tell the giant to head to the plains
and seek out Toto the Clay Golem.
“Thank you… human…”","あなたは巨人たちの注意をそらし、
傷ついた巨人の様子を確かめました。
「……人間……」
それは、
トトのように言葉を話すことのできるモンスターでした。
あなたは巨人に、
草原へ向かい、
土のゴーレム・トトを探すよう伝えました。
「……感謝する……人間……」"
PS_EDT_3000,"갑작스럽게 뒷목이 따끔거립니다.
이윽고 눈앞이 흐릿해 지기 시작할때
불쾌한 목소리가 들려옵니다.
""게임을 시작하지.""
""둘중 하나는 해독제 하나는 독이다.""","A sudden sting prickles the back of your neck.
As your vision begins to blur,
an unpleasant voice reaches your ears.
“Let the game begin.”
“One is an antidote. The other is poison.”","突然、首の後ろにチクリとした痛みを感じます。
やがて、目の前がぼやけ始めたその時、
不快な声が聞こえてきます。
「ゲームを始めろ。」
「二つのうち、一つは解毒剤、もう一つは毒だ。」"
PS_EDT_3001,약물을 주사하자 눈앞이 다시 선명해지기 시작합니다.,"As you inject the substance, your vision begins to clear once more.",薬を注射すると、目の前が再びはっきりしてきます。
PS_EDT_3002,"<color=red>{Losing}</color>
약물을 주사하자 눈앞이 더욱 흐려집니다.","<color=red>{Losing}</color>
As you inject the substance, your vision grows even more blurred.","<color=red>{Losing}</color>
薬を注射すると、目の前がさらにぼやけていきます。"
PS_EDT_3003,"<color=red>{Losing}</color>
이상한 게임을 제안한 존재를
믿을 수 없었습니다.","<color=red>{Losing}</color>
You could not trust the being that proposed such a strange game.","<color=red>{Losing}</color>
奇妙なゲームを提案した存在を、
信じることはできませんでした。"
PS_EDT_3010,"다양한 도구와 엄청난 양의 서류가 쌓여있는
방에 들어왔습니다.
<악마와 인공 생명체><차원이동과 신체변형>등
다양한 주제의 서류들이 보입니다.","You enter a room filled with various tools
and an enormous amount of paperwork.
Documents on many subjects catch your eye, such as
<Demons and Artificial Life> and 
<Dimensional Travel and Physical Transformation>.","さまざまな道具と、
膨大な量の書類が積まれた部屋に入りました。
<悪魔と人工生命>、<次元移動と身体変化>など、
多様なテーマの書類が目に入ります。"
PS_EDT_3011,"<연금술 탑의 보안체계>서류를 펼치자
이해하기 힘든 용어들이 쏟아져 나옵니다.
그중 하나의 문장이 눈에 띕니다.
""보안체계에 휘말렸다면 아래의 코드를 입력하라""
235711.....97","As you open the document titled 
<The Alchemy Tower’s Security System>,
a flood of difficult-to-understand terminology pours out.
One sentence, however, catches your eye.
“If you are caught in the security system, enter the code below.”
235711…..97","<錬金術の塔のセキュリティシステム>と書かれた書類を開くと、
理解しがたい用語が次々と並んでいます。
その中で、
一つの文章が目に留まります。
「セキュリティシステムに巻き込まれた場合、下のコードを入力せよ」
235711…..97"
PS_EDT_3012,"<color=green>{Getting}</color>
피로 회복제를 먹자
몸에 샇인 피로가 어느정도
풀리는게 느껴집니다.","<color=green>{Getting}</color>
After taking the fatigue recovery potion,
you feel some of the weariness built up in your body begin to ease.","<color=green>{Getting}</color>
疲労回復剤を飲むと、
体にたまっていた疲れが、
ある程度和らいだのを感じます。"
PS_EDT_3013,"구체의 옆에는 사용설명서가 있었습니다.
<취급주의>
불사의 존재를 물리치기 위한 폭탄.
불사의 존재들에게 던지시오.","Beside the sphere lies an instruction manual.
<Handle with Care>
A bomb designed to defeat immortal beings.
Throw it at immortal targets.","球体のそばに、
取扱説明書が置かれていました。
〈取扱注意〉
不死の存在を倒すための爆弾です。
不死の存在に投げてください。"
PS_EDT_3014,"꺼림직한 느낌이 드는 연구실의 물건을
만지지 않고 그대로 빠져나갔습니다.","Feeling uneasy about the items in the laboratory,
you leave without touching anything.","研究室の物に不安を覚え、
何も触れずに、そのまま立ち去りました。"
PS_EDT_3020,"""칩입자 발견""
음성과 함께 땅이 꺼지는 느낌이 들더니
철창으로 막혀있 방에 도착했습니다.
""본 연금술 탑의 연구원이시라면
보안 코드를 말씀해 주십시오.""","“Intruder detected.”
As the voice echoes, the ground seems to give way beneath you,
and you find yourself in a room sealed with iron bars.
“If you are a researcher of this alchemy tower,
please state the security code.”","「侵入者を確認しました。」
その音声と同時に、
地面が崩れるような感覚に包まれ、
鉄格子で閉ざされた部屋に到着しました。
「この錬金術の塔の研究員であれば、
セキュリティコードを答えてください。」"
PS_EDT_3021,"""보안 코드 5회 입력을 실패했습니다.""
""보안 체계를 실행합니다.""
철컥 소리와 함께 철창이 열리더니
몬스터들이 나옵니다.","“Security code input failed five times.
Activating security system.”
With a loud clang, the iron bars slide open,
and monsters emerge.","「セキュリティコードの入力に、
5回失敗しました。
セキュリティシステムを起動します。」
ガチャリという音とともに鉄格子が開き、
モンスターが現れます。"
PS_EDT_3030,"어느 어둑어둑한 방에 도착했습니다.
방에는 노란색 액체가 담겨있는 실험관만이
약한 빛을 내고 있습니다.
실험관 안에는 살덩이가 들어있습니다.
""죽주주주구여주어어.....""
중얼거림들이 사방에서 들려옵니다.","You arrive in a dimly lit room.
Only a capsule filled with a yellow liquid emits a faint glow.
Inside the capsule is a lump of flesh.
“kkkkkkiiiillllllmmmmeeee.......”
Murmurs echo from all around you.","薄暗い部屋に、たどり着きました。
部屋の中では、黄色い液体が入った実験槽だけが、
かすかな光を放っています。
実験槽の中には、肉塊が入っています。
「こおおおろおおしいいいいてえええ」
周囲のあちこちから、
不気味なつぶやきが聞こえてきます。"
PS_EDT_3031,"실험관들을 깨트리자 살덩이들이
꿈틀거리며 다가옵니다.
""주주주거여격주여어어어!!!!!!!""","As you shatter the capsule, 
the lumps of flesh begin to writhe and creep toward you.
“kkkiiiilllllmmmeee!!!!!”","試験管を壊すと、肉塊たちが、
うごめきながら近づいてきます。
「こおおろおおおしいいいてええええ!!!!」"
PS_EDT_3032,중얼거림이 점점 멀어집니다.,The murmuring gradually fades away.,つぶやきが、次第に遠ざかっていきます。
PS_EDT_3040,"어두운 복도 너머로 푸른색 빛을 내고 있는
해골들이 떠다니고 있습니다.","Beyond the dark corridor,
skulls emitting a blue glow float in the air.","暗い通路の向こうに、
青い光を放つ骸骨が、
浮かんでいます。"
PS_EDT_3041,"어두운 복도 쪽으로 다가가자
해골들이 당신을 발견하고 다가옵니다.","As you approach the dark corridor,
the skulls notice you and begin to move closer.","暗い通路の方へ近づくと、
骸骨たちがあなたに気づき、
こちらへ近づいてきます。"
PS_EDT_3042,다른 안전한 길이 있을 듯 합니다.,"There seems to be another, safer path.","ほかに、
もっと安全な道がありそうです。"
PS_EDT_3050,"벽에서 눈 처럼 생긴 도구가 나와서
당신을 응시합니다.","An eye-shaped device emerges from the wall
and fixes its gaze upon you.","壁から、目のような形をした装置が現れ、
あなたをじっと見つめます。"
PS_EDT_3051,"눈 모양의 도구는 시야에서 당신이
없어지자 어디론가 사라져 버렸습니다.","Once you leave its field of view, 
the eye-shaped device disappears somewhere.","目の形をした装置は、
あなたが視界から消えると、
どこかへ姿を消してしまいました。"
PS_EDT_3052,"<color=red>{Losing}</color>
당신은 눈 모양의 도구를 피하지 않았습니다.
""침입자 발견""
""관리자와 수호자는 전투 준비""
무감정한 음성이 탑 전체에 울려 퍼집니다.","<color=red>{Losing}</color>
You do not evade the eye-shaped device.
“Intruder detected.”
“Administrator and Guardian, prepare for combat.”
An emotionless voice echoes throughout the entire tower.","<color=red>{Losing}</color>
あなたは、
目の形をした装置を避けませんでした。
「侵入者を確認」
「管理者および守護者は、戦闘準備」
感情のこもらない声が、
塔全体に響き渡ります。"
PS_EDT_3060,"""이봐 인간""
들려오는 말에 뒤를 돌아보자
한마리의 도플갱어가 당신에게 말을 걸고 있습니다.
""나란 뭘까?""","“Hey, human.”
When you turn around at the sound of the voice,
a doppelganger is speaking to you.
“What am I?”","「おい、人間。」
その声に振り向くと、
一体のドッペルゲンガーが、
あなたに話しかけています。
「私とは何でる？」"
PS_EDT_3061,"""고마워 인간. 많은 도움이 됬어""
열띤 토론을 이어가던 도플갱어는
만족한듯 감사 인사를 하며 멀어져 갑니다.","“Thank you, human. You’ve been a great help.”
After the heated discussion, the doppelganger, seemingly satisfied,
offers its thanks and walks away.","「ありがとう、人間。とても助かった。」
熱い議論を続けていたドッペルゲンガーは、
満足した様子で感謝の言葉を残し、
そのまま離れていきます。"
PS_EDT_3062,"<color=green>{Getting}</color>
말하는 도플갱어는 당신의 기습에
반응하지 못했고 칼에 베여 쓰러졌습니다.
""너는 몬스터와 다름이 없는 인간이구나...""
도플갱어가 사라진 자리엔 경험이 떨어져 있습니다.","<color=green>{Getting}</color>
The speaking doppelganger fails to react to your sudden attack
and collapses after being cut down by your blade.
“So… you’re no different from a monster, human…”
In the place where the doppelganger vanished, 
experience remains behind.","<color=green>{Getting}</color>
言葉を話していたドッペルゲンガーは、
あなたの奇襲に反応できず、
刃に斬られて倒れました。
「……お前も、モンスターと変わらぬ人間か……」
ドッペルゲンガーが消えた場所には、
経験が残されています。"
PS_EDT_3063,"""고마워 인간. 많은 도움이 됬어.""
열띤 토론에 도플갱어는 만족한듯 합니다.
""너가 말한 토토라는 골렘을 찾아가 봐야겠어.""
도플갱어는 그렇게 말하며 멀어져 갑니다.","“Thank you, human. You’ve been a great help.”
After the heated discussion, the doppelganger seems satisfied.
“I should go and seek out this golem
called Toto that you mentioned.”
With those words, the doppelganger walks away.","「ありがとう、人間。とても助かった。」
熱のこもった議論を経て、
ドッペルゲンガーは満足した様子です。
「お前が言っていた、
トトというゴーレムを探しに行ってみる。」
そう言い残し、
ドッペルゲンガーは遠ざかっていきます。"
PS_EDT_4000,포탈 근처에 떨어져있던 종이를 발견 했습니다.,You discover a piece of paper lying near the portal.,"ポータルの近くに落ちていた紙を、
見つけました。"
PS_EDT_4001,"""칠왕 아니, 육왕에게 배신당했다.""
""그들은 침략을 준비하고 있다.""
""분노는 전쟁에서 사용될 생체병기다.""
""대비해야 한다.""","“We were betrayed by the Seven Kings—no, the Six Kings.”
“They are preparing an invasion.”
“Wrath is a biological weapon to be used in war.”
""We must prepare.""","「七王……いや、六王に裏切られた。」
「彼らは侵攻の準備を進めている。」
「憤怒は、戦争で使われる生体兵器だ。」
「備えねばならない。」"
PS_EDT_4010,"주변의 기운이 달라졌습니다.
커다란 성이 보입니다.
교만의 영역으로 들어온 것 같습니다.","The atmosphere around you has changed.
A massive castle comes into view.
It seems you have entered the Realm of Pride.","周囲の気配が、変わりました。
巨大な城が見えます。
傲慢の領域に、足を踏み入れたようです。"
PS_EDT_4011,"""감히 짐을 쓰러트릴 하는가.""
""분수를 알아라.""","“You dare attempt to strike me down?”
“Know your place.”","「我を討とうとするか。」
「身の程を知れ。」"
PS_EDT_4012,"영역에서 멀어지자
흔적이 감쪽같이 없어졌습니다.","As you move away from the realm,
all traces disappear completely.","領域から離れると、
痕跡はきれいに消えてしまいました。"
